2023-04-25 14:19:16, 862
2023-04-25 14:19:21, 487
2023-04-25 14:19:22, 199
2023-04-25 14:19:23, 161
2023-04-25 14:19:23, 553
2023-04-25 14:19:23, 590
2023-04-25 14:19:24, 827
2023-04-25 14:19:24, 278
2023-04-25 14:19:32, 418
2023-04-25 14:19:32, 189
2023-04-25 14:19:32, 645
2023-04-25 14:19:32, 708
2023-04-25 14:19:33, 931
2023-04-25 14:19:33, 761
2023-04-25 14:19:33, 187
2023-04-25 14:19:33, 151
2023-04-25 14:19:33, 208
2023-04-25 14:19:34, 960
2023-04-25 14:19:34, 684
2023-04-25 14:19:34, 54
2023-04-25 14:33:34, 672
2023-04-25 14:33:34, 977
2023-04-25 14:33:35, 112
2023-04-25 14:33:35, 630
2023-04-25 14:33:35, 581
2023-04-25 14:33:35, 801
2023-04-25 14:33:35, 327
2023-04-25 14:33:36, 485
2023-04-25 14:33:36, 213
2023-04-25 14:33:36, 564
2023-04-25 14:33:36, 443
2023-04-25 14:33:36, 166
2023-04-25 14:33:36, 622
2023-04-25 14:33:37, 482
2023-04-25 14:33:37, 248
2023-04-25 14:33:37, 700
2023-04-25 14:33:37, 896
2023-04-25 14:33:37, 912
2023-04-25 14:33:38, 892
2023-04-25 14:33:38, 18
2023-04-25 14:33:38, 62
2023-04-25 14:33:38, 880
2023-04-25 14:33:38, 242
2023-04-25 14:33:38, 45
2023-04-25 14:33:39, 474
2023-04-25 14:33:39, 886
2023-04-25 14:33:39, 259
2023-04-25 14:33:39, 474
2023-04-25 14:33:39, 969
2023-04-25 14:33:40, 147
2023-04-25 14:33:40, 806
2023-04-25 14:33:40, 411
2023-04-25 14:34:02, 672
2023-04-25 14:35:55, 590
2023-04-25 14:35:55, 319
2023-04-25 14:35:55, 511
2023-04-25 14:35:56, 57
2023-04-25 14:35:56, 27
2023-04-25 14:35:56, 574
2023-04-25 14:35:56, 625
2023-04-25 14:35:56, 723
2023-04-25 14:35:57, 969
2023-04-25 14:35:57, 933
2023-04-25 14:35:57, 397
2023-04-25 14:35:57, 55
2023-04-25 14:35:57, 322
